smiles,ScientificName,TCMMedicinesContaining
C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2CC[C@@]3([C@H]4CC[C@@]5([C@H](CC[C@@]5([C@@H]4CC[C@@]3(C2)O)O)C6=CC(=O)OC6)C)C=O)OC)O[C@@H]7[C@H]([C@@H]([C@H]([C@@H](O7)CO)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)O)O,"(3S,5S,8R,9S,10S,13R,14S,17R)-3-[(2R,4S,5R,6R)-5-[(2R,3S,4S,5R,6S)-3,4-dihydroxy-6-(hydroxymethyl)-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-4-methoxy-6-methyloxan-2-yl]oxy-5,14-dihydroxy-13-methyl-17-(5-oxo-2H-furan-3-yl)-2,3,4,6,7,8,9,11,12,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthrene-10-carbaldehyde",Strophanthus species
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2CC[C@@]3([C@H]4CC[C@@]5([C@H](CC[C@@]5([C@@H]4CC[C@@]3(C2)O)O)C6=CC(=O)OC6)C)C=O)O)O)O,"(3S,5S,8R,9S,10S,13R,14S,17R)-5,14-dihydroxy-13-methyl-17-(5-oxo-2H-furan-3-yl)-3-[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy-2,3,4,6,7,8,9,11,12,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthrene-10-carbaldehyde",Convallaria majalis
C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2CC[C@@]3([C@H]4CC[C@@]5([C@H](CC[C@@]5([C@@H]4CC[C@@]3(C2)O)O)C6=CC(=O)OC6)C)C=O)OC)O,"(3S,5S,8R,9S,10S,13R,14S,17R)-5,14-dihydroxy-3-[(2R,4S,5R,6R)-5-hydroxy-4-methoxy-6-methyloxan-2-yl]oxy-13-methyl-17-(5-oxo-2H-furan-3-yl)-2,3,4,6,7,8,9,11,12,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthrene-10-carbaldehyde",Apocynum cannabinum
CCC[C@H]1CC[C@@H](CN1)O,"(3S,6S)-6-propylpiperidin-3-ol",Conium maculatum
C[C@H]1CC/C=C(\CC(=O)[C@@H](CC1=O)C(C)C)/C,"(3S,6Z,10S)-6,10-dimethyl-3-propan-2-ylcyclodec-6-ene-1,4-dione",Curcuma wenyujin (Yu Jin)
C[C@H](CC[C@@H](C)C(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,"(3S,8S,9S,10R,13R,14S,17R)-17-[(2R,5R)-5,6-dimethylheptan-2-yl]-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",Various plant sources
CC[C@H](CC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)C(C)C,"(3S,8S,9S,10R,13R,14S,17R)-17-[(2R,5R)-5-ethyl-6-methylheptan-2-yl]-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",Serenoa repens; Various TCM herbs
CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)C(C)C,"(3S,8S,9S,10R,13R,14S,17R)-17-[(E,2R,5S)-5-ethyl-6-methylhept-3-en-2-yl]-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",Glycine max (Da Dou); Various plant sources
C[C@H](/C=C/[C@H](C)C(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3C2=CC=C4[C@@]3(CC[C@@H](C4)O)C)C,"(3S,9S,10R,13R,14R,17R)-17-[(E,2R,5R)-5,6-dimethylhept-3-en-2-yl]-10,13-dimethyl-2,3,4,9,11,12,14,15,16,17-decahydro-1H-cyclopenta[a]phenanthren-3-ol",Fungal sources; Ganoderma lucidum (Ling Zhi)
CCC/C=C\1/C2=C(C=CCC2)C(=O)O1,"(3Z)-3-butylidene-4,5-dihydro-2-benzofuran-1-one",Ligusticum chuanxiong (Chuan Xiong); Angelica sinensis (Dang Gui)
CCC/C=C\1/C2=C([C@@H]([C@@H](CC2)O)O)C(=O)O1,"(3Z,6R,7S)-3-butylidene-6,7-dihydroxy-4,5,6,7-tetrahydro-2-benzofuran-1-one",Ligusticum chuanxiong (Chuan Xiong)
CCC/C=C\1/C2=C([C@@H]([C@H](CC2)O)O)C(=O)O1,"(3Z,6S,7S)-3-butylidene-6,7-dihydroxy-4,5,6,7-tetrahydro-2-benzofuran-1-one",Ligusticum chuanxiong (Chuan Xiong)
C=C[C@]12C[C@@H]([C@@H]3[C@@H]([C@H]1C(=C)C(=O)OC2)OC(=O)C3=C)O,"(3aR,4S,5aR,9aR,9bR)-5a-ethenyl-4-hydroxy-3,9-dimethylidene-3a,4,5,6,9a,9b-hexahydrofuro[2,3-f]isochromene-2,8-dione",Vernonia species
CC1=C2[C@@H]([C@@H]3[C@@H]([C@H](C1)O)C(=C)C(=O)O3)C(=CC2=O)CO,"(3aR,4S,9aS,9bR)-4-hydroxy-9-(hydroxymethyl)-6-methyl-3-methylidene-4,5,9a,9b-tetrahydro-3aH-azuleno[4,5-b]furan-2,7-dione",Lactuca species
C[C@]12CCCC(=C)[C@@H]1C[C@H]3[C@@H](C2)OC(=O)C3=C,"(3aR,4aS,8aR,9aR)-8a-methyl-3,5-dimethylidene-3a,4,4a,6,7,8,9,9a-octahydrobenzo[f][1]benzofuran-2-one",Inula helenium (Tu Mu Xiang)
C[C@@H]1C[C@@H]2[C@H]([C@@H]([C@]3([C@H]1C=CC3=O)C)O)C(=C)C(=O)O2,"(3aR,5R,5aR,8aR,9S,9aS)-9-hydroxy-5,8a-dimethyl-1-methylidene-3a,4,5,5a,9,9a-hexahydroazuleno[6,7-b]furan-2,8-dione",Arnica montana
C[C@H]1CCC[C@]2(C1=C[C@H]3[C@@H](C2)OC(=O)C3=C)C,"(3aR,5S,8aR,9aR)-5,8a-dimethyl-3-methylidene-5,6,7,8,9,9a-hexahydro-3aH-benzo[f][1]benzofuran-2-one",Inula helenium (Tu Mu Xiang)
C/C/1=C\CC/C(=C/[C@@H]2[C@@H](CC1)C(=C)C(=O)O2)/C,"(3aS,6E,10E,11aR)-6,10-dimethyl-3-methylidene-3a,4,5,8,9,11a-hexahydrocyclodeca[b]furan-2-one",Saussurea lappa (Mu Xiang)
C[C@H]1CC[C@@H]2[C@H]([C@]3([C@]1(CCC3=O)O)C)OC(=O)C2=C,"(3aS,6S,6aR,9aS,9bR)-6a-hydroxy-6,9a-dimethyl-3-methylidene-4,5,6,7,8,9b-hexahydro-3aH-azuleno[8,7-b]furan-2,9-dione",Elephantopus scaber
C=C1CC[C@@H]2[C@@H]([C@@H]3[C@H]1CCC3=C)OC(=O)C2=C,"(3aS,6aR,9aR,9bS)-3,6,9-trimethylidene-3a,4,5,6a,7,8,9a,9b-octahydroazuleno[4,5-b]furan-2-one",Saussurea lappa (Mu Xiang)
CC(C)C1=C(C2=C(C=C1)[C@]3(CCC4=C([C@@H]3CC2)COC4=O)C)O,"(3bR,9bS)-6-hydroxy-9b-methyl-7-propan-2-yl-3,3b,4,5,10,11-hexahydronaphtho[2,1-e][2]benzofuran-1-one",Tripterygium wilfordii (Lei Gong Teng)
C1=CC(=CC=C1C(=O)C2=C(C=C(C=C2O)O)O)O,"(4-hydroxyphenyl)-(2,4,6-trihydroxyphenyl)methanone",Hypericum species
CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)O)O[C@H]3[C@H](C=C4)O,"(4R,4aR,7S,7aR,12bS)-3-methyl-2,4,4a,7,7a,13-hexahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinoline-7,9-diol",Papaver somniferum (Ying Su)
CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3[C@H](C=C4)O,"(4R,4aR,7S,7aR,12bS)-9-methoxy-3-methyl-2,4,4a,7,7a,13-hexahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinolin-7-ol",Papaver somniferum (Ying Su)
C[C@@H]1CC(=O)C=C2[C@]1(C[C@@H](CC2)C(=C)C)C,"(4R,4aS,6R)-4,4a-dimethyl-6-prop-1-en-2-yl-3,4,5,6,7,8-hexahydronaphthalen-2-one",Citrus paradisi; Cyperus rotundus (Xiang Fu)
C[C@H]1C(=O)CC[C@@H]2[C@@]1(CC[C@H]3[C@]2(CC[C@@]4([C@@]3(CC[C@@]5([C@H]4CC(CC5)(C)C)C)C)C)C)C,"(4R,4aS,6aS,6aS,6bR,8aR,12aR,14aS,14bS)-4,4a,6a,6b,8a,11,11,14a-octamethyl-2,4,5,6,6a,7,8,9,10,12,12a,13,14,14b-tetradecahydro-1H-picen-3-one",Various plants
CN1CC[C@]23[C@@H]4C(=CC=C2[C@H]1CC5=C3C(=C(C=C5)OC)O4)OC,"(4R,7aR,12bS)-7,9-dimethoxy-3-methyl-2,4,7a,13-tetrahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinoline",Papaver somniferum (Ying Su)
CN1CC[C@]23[C@@H]4C(=CC=C2[C@H]1CC5=C3C(=C(C=C5)O)O4)OC,"(4R,7aR,12bS)-7-methoxy-3-methyl-2,4,7a,13-tetrahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinolin-9-ol",Papaver orientale
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O,"(4Z,7Z,10Z,13Z,16Z,19Z)-docosa-4,7,10,13,16,19-hexaenoic acid",Marine sources; Algae
CC(C)C1=C(C(=C2C(=C1)CC[C@@H]3[C@@]2(CCCC3(C)C)C(=O)O)O)O,"(4aR,10aS)-5,6-dihydroxy-1,1-dimethyl-7-propan-2-yl-2,3,4,9,10,10a-hexahydrophenanthrene-4a-carboxylic acid",Rosmarinus officinalis
C[C@]12CC[C@@H](C([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(C[C@H]([C@@]5([C@H]4CC(CC5)(C)C)C(=O)O)O)C)C)(C)C)O,"(4aR,5R,6aR,6aS,6bR,8aR,10S,12aR,14bS)-5,10-dihydroxy-2,2,6a,6b,9,9,12a-heptamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid",Various Cucurbitaceae
COC1=C(C=C2C(=C1)[C@]34CCN5[C@H]3C[C@@H]6[C@@H]7[C@@H]4N2C(=O)C[C@@H]7OCC=C6C5)OC,"(4aR,5aS,8aR,13aS,15aS,15bR)-10,11-dimethoxy-4a,5,5a,7,8,13a,15,15a,15b,16-decahydro-2H-4,6-methanoindolo[3,2,1-ij]oxepino[2,3,4-de]pyrrolo[2,3-h]quinolin-14-one",Strychnos nux-vomica (Ma Qian Zi)
C1CN2CC3=CCO[C@H]4CC(=O)N5[C@H]6[C@H]4[C@H]3C[C@H]2[C@@]61C7=CC=CC=C75,"(4aR,5aS,8aR,13aS,15aS,15bR)-4a,5,5a,7,8,13a,15,15a,15b,16-decahydro-2H-4,6-methanoindolo[3,2,1-ij]oxepino[2,3,4-de]pyrrolo[2,3-h]quinolin-14-one",Strychnos nux-vomica (Ma Qian Zi)
C[C@@]12CC[C@@H]3[C@@]([C@H]1CC=C4[C@]2(CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O)C)(C[C@H]([C@@H](C3(C)C)O)O)C,"(4aS,6aR,6aS,6bR,8aR,10R,11R,12aR,14bS)-10,11-dihydroxy-2,2,6a,6b,9,9,12a-heptamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid",Olea europaea
C[C@]12CC[C@@H](C([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O)C)C)(C)C)O,"(4aS,6aR,6aS,6bR,8aR,10S,12aR,14bS)-10-hydroxy-2,2,6a,6b,9,9,12a-heptamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid",Ligustrum lucidum (Nu Zhen Zi); Olea europaea
C[C@]12CC[C@@H]([C@@]([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O)C)C)(C)CO)O,"(4aS,6aR,6aS,6bR,8aR,9R,10S,12aR,14bS)-10-hydroxy-9-(hydroxymethyl)-2,2,6a,6b,9,12a-hexamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid",Hedera helix (Chang Chun Teng)
CC1=COC2=C1C[C@H]3C(=C)CCC[C@@]3(C2)C,"(4aS,8aR)-3,8a-dimethyl-5-methylidene-4,4a,6,7,8,9-hexahydrobenzo[f][1]benzofuran",Atractylodes macrocephala (Bai Zhu)
CC1=C2C[C@H]3C(=C)CCC[C@@]3(C[C@@H]2OC1=O)C,"(4aS,8aR,9aS)-3,8a-dimethyl-5-methylidene-4a,6,7,8,9,9a-hexahydro-4H-benzo[f][1]benzofuran-2-one",Atractylodes macrocephala (Bai Zhu)
CC1=C2C[C@H]3C(=C)CCC[C@@]3(C[C@@]2(OC1=O)O)C,"(4aS,8aR,9aS)-9a-hydroxy-3,8a-dimethyl-5-methylidene-4,4a,6,7,8,9-hexahydrobenzo[f][1]benzofuran-2-one",Atractylodes macrocephala (Bai Zhu)
CC1=C2C[C@H]3C(=C)CCC[C@@]3(C=C2OC1=O)C,"(4aS,8aS)-3,8a-dimethyl-5-methylidene-4a,6,7,8-tetrahydro-4H-benzo[f][1]benzofuran-2-one",Atractylodes macrocephala (Bai Zhu)
CC/C=C/C/C=C/C/C=C/C/C=C/C/C=C/CCCC(=O)O,"(5E,8E,11E,14E,17E)-icosa-5,8,11,14,17-pentaenoic acid",Marine sources; Algae
CC1=CC[C@@H](C=C1)[C@@H](C)CCC=C(C)C,"(5R)-2-methyl-5-[(2S)-6-methylhept-5-en-2-yl]cyclohexa-1,3-diene",Zingiber officinale (Sheng Jiang)
C[C@@H]1CCC(=C(C)C)C(=O)C1,(5R)-5-methyl-2-propan-2-ylidenecyclohexan-1-one,Mentha pulegium
COC1=CC(=CC(=C1OC)OC)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](C4=CC5=C(C=C24)OCO5)O,"(5R,5aR,8aR,9R)-5-hydroxy-9-(3,4,5-trimethoxyphenyl)-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[5,6-f][1,3]benzodioxol-8-one",Podophyllum peltatum (Ba Jiao Lian)
CCCCC[C@@H](CC(=O)CCC1=CC(=C(C=C1)O)OC)O,(5S)-5-hydroxy-1-(4-hydroxy-3-methoxyphenyl)decan-3-one,Zingiber officinale (Sheng Jiang)
CCCCCCC[C@@H](CC(=O)CCC1=CC(=C(C=C1)O)OC)O,(5S)-5-hydroxy-1-(4-hydroxy-3-methoxyphenyl)dodecan-3-one,Zingiber officinale (Sheng Jiang)
CCCCCCCCC[C@@H](CC(=O)CCC1=CC(=C(C=C1)O)OC)O,(5S)-5-hydroxy-1-(4-hydroxy-3-methoxyphenyl)tetradecan-3-one,Zingiber officinale (Sheng Jiang)
C[C@@H]1OC[C@@H]2[C@@H](O1)[C@@H]([C@H]([C@@H](O2)O[C@H]3[C@H]4COC(=O)[C@@H]4[C@@H](C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,"(5S,5aR,8aR,9R)-5-[[(2R,4aR,6R,7R,8R,8aS)-7,8-dihydroxy-2-methyl-4,4a,6,7,8,8a-hexahydropyrano[3,2-d][1,3]dioxin-6-yl]oxy]-9-(4-hydroxy-3,5-dimethoxyphenyl)-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[6,5-f][1,3]benzodioxol-8-one",Podophyllum species - derivative
COC1=CC(=CC(=C1O)OC)[C@H]2[C@@H]3[C@H](COC3=O)[C@@H](C4=CC5=C(C=C24)OCO5)O[C@H]6[C@@H]([C@H]([C@H]7[C@H](O6)CO[C@H](O7)C8=CC=CS8)O)O,"(5S,5aR,8aR,9R)-5-[[(2R,4aR,6R,7R,8R,8aS)-7,8-dihydroxy-2-thiophen-2-yl-4,4a,6,7,8,8a-hexahydropyrano[3,2-d][1,3]dioxin-6-yl]oxy]-9-(4-hydroxy-3,5-dimethoxyphenyl)-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[6,5-f][1,3]benzodioxol-8-one",Podophyllum species - derivative
CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O,"(5Z,8Z,11Z,14Z)-icosa-5,8,11,14-tetraenoic acid",Animal sources; Some algae
CN1CCC2=CC[C@@H]3[C@H]([C@@H]21)C4=CC(=C(C=C4C(=O)O3)OC)OC,"(5aR,11bS,11cS)-9,10-dimethoxy-1-methyl-2,3,5,5a,11b,11c-hexahydroisochromeno[3,4-g]indol-7-one",Lycoris species
CC(=CCC/C(=C/CCC(C)(C=C)O)/C)C,"(6E)-3,7,11-trimethyldodeca-1,6,10-trien-3-ol",Various essential oils
CC(=CCC/C(=C/CC/C(=C/CC/C=C(/CC/C=C(/CCC=C(C)C)\C)\C)/C)/C)C,"(6E,10E,14E,18E)-2,6,10,15,19,23-hexamethyltetracosa-2,6,10,14,18,22-hexaene",Shark liver oil; Various plants
CC(=CCC/C(=C/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C=C(/CCC=C(C)C)\C)\C)\C)/C)/C)/C)C,"(6E,8E,10E,12E,14E,16E,18E,20E,22E,24E,26E)-2,6,10,14,19,23,27,31-octamethyldotriaconta-2,6,8,10,12,14,16,18,20,22,24,26,30-tridecaene",Solanum lycopersicum (Xi Hong Shi); Various red fruits
COC1=C(C=C2[C@@H]([C@H]([C@@H](CC2=C1)CO)CO)C3=CC(=C(C=C3)O)OC)O,"(6R,7R,8S)-8-(4-hydroxy-3-methoxyphenyl)-6,7-bis(hydroxymethyl)-3-methoxy-5,6,7,8-tetrahydronaphthalen-2-ol",Linum usitatissimum (Ya Ma)
CC1=C(C(C[C@@H](C1=O)O)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C2=C(C(=O)[C@H](CC2(C)C)O)C)\C)\C)/C)/C,"(6S)-6-hydroxy-3-[(1E,3E,5E,7E,9E,11E,13E,15E,17E)-18-[(4S)-4-hydroxy-2,6,6-trimethyl-3-oxocyclohexen-1-yl]-3,7,12,16-tetramethyloctadeca-1,3,5,7,9,11,13,15,17-nonaenyl]-2,4,4-trimethylcyclohex-2-en-1-one",Haematococcus pluvialis; Marine sources
CN1CCC2=CC(=C(C3=C2[C@H]1CC4=CC=CC=C43)OC)OC,"(6aR)-1,2-dimethoxy-6-methyl-5,6,6a,7-tetrahydro-4H-dibenzo[de,g]quinoline",Nelumbo nucifera (He Ye)
CN1C[C@@H](C=C2[C@H]1CC3=CNC4=CC=CC2=C34)C(=O)O,"(6aR,9R)-7-methyl-6,6a,8,9-tetrahydro-4H-indolo[4,3-fg]quinoline-9-carboxylic acid",Claviceps species
C[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@H]5CN([C@@H]6CC7=CNC8=CC=CC(=C78)C6=C5)C,"(6aR,9R)-N-[(1S,2S,4R,7S)-7-benzyl-2-hydroxy-4-methyl-5,8-dioxo-3-oxa-6,9-diazatricyclo[7.3.0.02,6]dodecan-4-yl]-7-methyl-6,6a,8,9-tetrahydro-4H-indolo[4,3-fg]quinoline-9-carboxamide",Claviceps purpurea (Mai Jiao)
C[C@@H](CO)NC(=O)[C@H]1CN([C@@H]2CC3=CNC4=CC=CC(=C34)C2=C1)C,"(6aR,9R)-N-[(2S)-1-hydroxypropan-2-yl]-7-methyl-6,6a,8,9-tetrahydro-4H-indolo[4,3-fg]quinoline-9-carboxamide",Claviceps purpurea (Mai Jiao)
CN1CCC2=CC(=C(C3=C2[C@@H]1CC4=CC(=C(C=C43)OC)O)OC)O,"(6aS)-1,10-dimethoxy-6-methyl-5,6,6a,7-tetrahydro-4H-dibenzo[de,g]quinoline-2,9-diol",Peumus boldus (Zhi Li Bo Er Duo)
CN1CCC2=CC(=C(C3=C2[C@@H]1CC4=C3C(=C(C=C4)OC)O)OC)OC,"(6aS)-1,2,10-trimethoxy-6-methyl-5,6,6a,7-tetrahydro-4H-dibenzo[de,g]quinolin-11-ol",Corydalis species
CN1CCC2=CC(=C(C3=C2[C@@H]1CC4=CC(=C(C=C43)OC)OC)OC)OC,"(6aS)-1,2,9,10-tetramethoxy-6-methyl-5,6,6a,7-tetrahydro-4H-dibenzo[de,g]quinoline",Corydalis species
C[N+]1(CCC2=CC(=C(C3=C2[C@@H]1CC4=C3C(=C(C=C4)OC)O)O)OC)C,"(6aS)-2,10-dimethoxy-6,6-dimethyl-5,6,6a,7-tetrahydro-4H-dibenzo[de,g]quinolin-6-ium-1,11-diol",Berberis species; Magnolia species
CN1CCC2=CC(=C(C3=C2[C@@H]1CC4=C3C(=C(C=C4)OC)O)O)OC,"(6aS)-2,10-dimethoxy-6-methyl-5,6,6a,7-tetrahydro-4H-dibenzo[de,g]quinoline-1,11-diol",Corydalis turtschaninovii
CCC[C@H](/C=C/C=C/C=C/C#CC#CCCCO)O,"(8E,10E,12E,14R)-heptadeca-8,10,12-trien-4,6-diyne-1,14-diol",Cicuta species
C1=CC2=C(C(=C1)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)C(=O)C4=C([C@@H]2[C@@H]5C6=C(C(=CC=C6)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)C(=O)C8=C5C=C(C=C8O)C(=O)O)C=C(C=C4O)C(=O)O,"(9R)-9-[(9R)-2-carboxy-4-hydroxy-10-oxo-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-9H-anthracen-9-yl]-4-hydroxy-10-oxo-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-9H-anthracene-2-carboxylic acid",Cassia angustifolia (Fan Xie Ye)
C[C@@H]1CC2=CC(=C(C(=C2C3=C(C(=C(C=C3C[C@@H]1C)OC)OC)OC)OC)OC)OC,"(9R,10S)-3,4,5,14,15,16-hexamethoxy-9,10-dimethyltricyclo[10.4.0.02,7]hexadeca-1(16),2,4,6,12,14-hexaene",Schisandra chinensis (Wu Wei Zi)
C1=CC2=C(C(=C1)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)C(=O)C4=C([C@@H]2[C@H]5C6=C(C(=CC=C6)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)C(=O)C8=C5C=C(C=C8O)C(=O)O)C=C(C=C4O)C(=O)O,"(9S)-9-[(9R)-2-carboxy-4-hydroxy-10-oxo-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-9H-anthracen-9-yl]-4-hydroxy-10-oxo-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-9H-anthracene-2-carboxylic acid",Cassia angustifolia (Fan Xie Ye)
C[C@H]1CC2=CC(=C(C(=C2C3=C(C(=C(C=C3C[C@]1(C)O)OC)OC)OC)OC)OC)OC,"(9S,10S)-3,4,5,14,15,16-hexamethoxy-9,10-dimethyltricyclo[10.4.0.02,7]hexadeca-1(16),2,4,6,12,14-hexaen-9-ol",Schisandra chinensis (Wu Wei Zi)
CCCCC/C=C\C/C=C\CCCCCCCC(=O)O,"(9Z,12Z)-octadeca-9,12-dienoic acid",Various plant oils
COC1=CC(=CC(=C1C(=O)/C=C/C2=CC=CC=C2)O)O,"(E)-1-(2,4-dihydroxy-6-methoxyphenyl)-3-phenylprop-2-en-1-one",Alpinia katsumadai (Cao Dou Kou)
C1=CC(=C(C=C1/C=C/C(=O)C2=C(C=C(C=C2)O)O)O)O,"(E)-1-(2,4-dihydroxyphenyl)-3-(3,4-dihydroxyphenyl)prop-2-en-1-one",Butea monosperma; Rhus verniciflua
C1=CC(=CC=C1/C=C/C(=O)C2=C(C=C(C=C2)O)O)O,"(E)-1-(2,4-dihydroxyphenyl)-3-(4-hydroxyphenyl)prop-2-en-1-one",Glycyrrhiza uralensis (Gan Cao)
COC1=C(C=CC(=C1)/C=C/C(=O)CCCCC2=CC=CC=C2)O,(E)-1-(4-hydroxy-3-methoxyphenyl)-7-phenylhept-1-en-3-one,Alpinia oxyphylla (Yi Zhi Ren)
CCCCC/C=C/C(=O)CCC1=CC(=C(C=C1)O)OC,(E)-1-(4-hydroxy-3-methoxyphenyl)dec-4-en-3-one,Zingiber officinale (dried)
C=CCSS/C=C/CS(=O)CC=C,(E)-1-(prop-2-enyldisulfanyl)-3-prop-2-enylsulfinylprop-1-ene,Allium sativum (Da Suan)
C1=CC(=C(C=C1/C=C/C(=O)O)O)O,"(E)-3-(3,4-dihydroxyphenyl)prop-2-enoic acid",Salvia miltiorrhiza (Dan Shen); Artemisia capillaris (Yin Chen)
COC1=C(C=CC(=C1)O)/C=C/C(=O)C2=CC=C(C=C2)O,(E)-3-(4-hydroxy-2-methoxyphenyl)-1-(4-hydroxyphenyl)prop-2-en-1-one,Glycyrrhiza species
COC1=C(C=CC(=C1)/C=C/C(=O)O)O,(E)-3-(4-hydroxy-3-methoxyphenyl)prop-2-enoic acid,Angelica sinensis (Dang Gui); Ligusticum chuanxiong (Chuan Xiong); Ferula species
C1=CC(=CC=C1/C=C/C(=O)O)O,(E)-3-(4-hydroxyphenyl)prop-2-enoic acid,Ginkgo biloba (Yin Xing); Angelica sinensis (Dang Gui)
CC(C)(C=C)C1=C(C=C(C(=C1)/C=C/C(=O)C2=CC=C(C=C2)O)OC)O,(E)-3-[4-hydroxy-2-methoxy-5-(2-methylbut-3-en-2-yl)phenyl]-1-(4-hydroxyphenyl)prop-2-en-1-one,Glycyrrhiza inflata (Zhang Guo Gan Cao)
C1=CC=C(C=C1)/C=C/C=O,(E)-3-phenylprop-2-enal,Cinnamomum cassia (Rou Gui)
C1=CC=C(C=C1)/C=C/C(=O)O,(E)-3-phenylprop-2-enoic acid,Cinnamomum species (Rou Gui)
CC(=CCCC1(CC(C2=C(C3=C(C(=C2O1)CC=C(C)C)OC45C6CC(C=C4C3=O)C(=O)C5(OC6(C)C)C/C=C(\C)/C(=O)O)O)O)C)C,"(E)-4-[10,12-dihydroxy-8,21,21-trimethyl-5-(3-methylbut-2-enyl)-8-(4-methylpent-3-enyl)-14,18-dioxo-3,7,20-trioxahexacyclo[15.4.1.02,15.02,19.04,13.06,11]docosa-4(13),5,11,15-tetraen-19-yl]-2-methylbut-2-enoic acid",Garcinia hanburyi (Teng Huang)
CC(C)/C=C/CCCCC(=O)NCC1=CC(=C(C=C1)O)OC,(E)-N-[(4-hydroxy-3-methoxyphenyl)methyl]-8-methylnon-6-enamide,Capsicum annuum (La Jiao)
C(=C/C(=O)O)\C(=O)O,(E)-but-2-enedioic acid,Fumaria officinalis; Various plants
