Ligand SMILES	Target Name	IC50 (nM)	PDB ID(s) of Target Chain
Fc1cc2C(=O)NCc2cc1N(Cc1ccc(cn1)C1CCCCC1)C(=O)[C@H]1CCN1S(=O)(=O)c1c(F)c(F)c(F)c(F)c1F	Signal transducer and activator of transcription 3	1085	"3CWG,6NJS,6NUQ,6TLC"
OC(=O)c1ccc(cc1)N(Cc1ccc(cn1)C1CCCCC1)C(=O)[C@H]1CCN1S(=O)(=O)c1c(F)c(F)c(F)c(F)c1F	Signal transducer and activator of transcription 3	1089	"3CWG,6NJS,6NUQ,6TLC"
Fc1cc2C(=O)NCc2cc1N(Cc1ccc(cn1)C1CCCCC1)C(=O)[C@H]1CCN1S(=O)(=O)c1c(F)c(F)c(F)c(F)c1F	Signal transducer and activator of transcription 3	1090	"3CWG,6NJS,6NUQ,6TLC"
OC(=O)c1ccc(cc1O)N(Cc1ccc(cc1)C1CCOCC1)C(=O)[C@H]1CCN1S(=O)(=O)c1c(F)c(F)c(F)c(F)c1F	Signal transducer and activator of transcription 3	1090	"3CWG,6NJS,6NUQ,6TLC"
CC(C)C[C@H](NC(=O)\C=C\c1ccc(OP(O)(O)=O)cc1)C(=O)N1CCC[C@H]1C(=O)NC\C=C/C(N)=O	Signal transducer and activator of transcription 3	1110	"3CWG,6NJS,6NUQ,6TLC"
CCN1CCN(CC1)C(=O)c1cc2ccc(Oc3cnc(cn3)-c3nc(no3)-c3ccc(cc3)C(F)(F)F)cc2n1C	Signal transducer and activator of transcription 3	1111	"3CWG,6NJS,6NUQ,6TLC"
CC(C)C[C@H](NC(=O)\C=C\c1ccc(OP(O)(O)=O)cc1)C(=O)N1CCC[C@H]1C(=O)NCC#CC(N)=O	Signal transducer and activator of transcription 3	1140	"3CWG,6NJS,6NUQ,6TLC"
Cn1cnc2cc(ccc2c1=O)N(Cc1ccc(cn1)C1CCCCC1)C(=O)[C@H]1CCN1S(=O)(=O)c1c(F)c(F)c(F)c(F)c1F	Signal transducer and activator of transcription 3	1150	"3CWG,6NJS,6NUQ,6TLC"
Cc1cnc(Nc2cnn(C)c2)nc1N1CC2CCCC(C1)N2CC#N	Signal transducer and activator of transcription 3	1155	"6TLC,6NUQ,6NJS,3CWG"
OC(=O)c1ccc(N(Cc2ccc(cn2)C2CCCC2)C(=O)[C@H]2CCN2S(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)c(F)c1	Signal transducer and activator of transcription 3	1177	"3CWG,6NJS,6NUQ,6TLC"
CC(C)C[C@H](NC(=O)\C=C\c1ccc(OP(O)(O)=O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)CCC(N)=O	Signal transducer and activator of transcription 3	1180	"3CWG,6NJS,6NUQ,6TLC"
Fc1c(F)c(F)c(c(F)c1F)S(=O)(=O)N1CC[C@@H]1C(=O)N(Cc1ccc(cn1)C1CCCCC1)c1ccc2C(=O)NC(=O)c2c1	Signal transducer and activator of transcription 3	1180	"3CWG,6NJS,6NUQ,6TLC"
Fc1c(F)c(F)c(c(F)c1F)S(=O)(=O)N1CC[C@@H]1C(=O)N(Cc1ccc(cn1)C1CCCCC1)c1ccc2C(=O)NC(=O)c2c1	Signal transducer and activator of transcription 3	1180	"3CWG,6NJS,6NUQ,6TLC"
CCC[C@H](C)Oc1ccc(cc1C)C(=O)Nc1ccc2nc(SCC(=O)N[C@@H](C)c3ccccc3)sc2c1	Signal transducer and activator of transcription 3	1200	"3CWG,6NJS,6NUQ,6TLC"
CC(C)C[C@H](NC(=O)\C=C\c1ccc(OP(O)(O)=O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(N)=O)CN1CCCCC1	Signal transducer and activator of transcription 3	1210	"3CWG,6NJS,6NUQ,6TLC"
CC(C)C[C@H](NC(=O)\C=C\c1ccc(OP(O)(O)=O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@H](CN)CCC(N)=O	Signal transducer and activator of transcription 3	1240	"3CWG,6NJS,6NUQ,6TLC"
Oc1cc(ccc1C([O-])=O)N(Cc1ccc(cc1)C1CCOCC1)C(=O)[C@H]1CCN1S(=O)(=O)c1c(F)c(F)c(F)c(F)c1F	Signal transducer and activator of transcription 3	1250	"3CWG,6NJS,6NUQ,6TLC"
CC(C)c1ccc(CN(C(=O)[C@H]2CCN2S(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)c2cc(O)c(cc2F)C(O)=O)cc1	Signal transducer and activator of transcription 3	1282	"3CWG,6NJS,6NUQ,6TLC"
CN1CCN(CC1)C1(CC#N)CN(C1)c1nc(Nc2cnn(C)c2)ncc1C	Signal transducer and activator of transcription 3	1287	"6TLC,6NUQ,6NJS,3CWG"
CC(C)C[C@H](NC(=O)\C=C\c1ccc(OP(O)(O)=O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(N)=O)CN1CCN(C)CC1	Signal transducer and activator of transcription 3	1310	"3CWG,6NJS,6NUQ,6TLC"
ONC(=O)c1ccc(cc1O)N(Cc1ccc(cc1)C1CCCCC1)C(=O)[C@H]1CCN1S(=O)(=O)c1c(F)c(F)c(F)c(F)c1F	Signal transducer and activator of transcription 3	1320	"3CWG,6NJS,6NUQ,6TLC"
ONC(=O)c1ccc(cc1O)N(Cc1ccc(cc1)C1CCCCC1)C(=O)[C@H]1CCN1S(=O)(=O)c1c(F)c(F)c(F)c(F)c1F	Signal transducer and activator of transcription 3	1320	"3CWG,6NJS,6NUQ,6TLC"
CCCC(C)Oc1ccc(C(=O)Nc2ccc3nc(SCC(=O)N[C@@H](C)c4ccccc4)sc3c2)c(Cl)c1	Signal transducer and activator of transcription 3	1340	"3CWG,6NJS,6NUQ,6TLC"
CCCC[C@H](CCC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC(C)C)NC(=O)\C=C\c1ccc(OP(O)(O)=O)cc1	Signal transducer and activator of transcription 3	1350	"3CWG,6NJS,6NUQ,6TLC"
CC(C)C[C@H](NC(=O)C=Cc1ccc(OP(O)(O)=O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)CNC(N)=O	Signal transducer and activator of transcription 3	1350	"3CWG,6NJS,6NUQ,6TLC"
Fc1c(F)c(F)c(c(F)c1F)S(=O)(=O)N1CC[C@@H]1C(=O)N(Cc1ccc(cc1)C1CCCCC1)c1ccc(cc1)-c1nnn[nH]1	Signal transducer and activator of transcription 3	1360	"3CWG,6NJS,6NUQ,6TLC"
CC(C)C[C@H](NC(=O)\C=C\c1ccc(OP(O)(O)=O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCC(N)=O)C(=O)NCc1ccccc1	Signal transducer and activator of transcription 3	1400	"3CWG,6NJS,6NUQ,6TLC"
Fc1cc2cn[nH]c2cc1N(Cc1cnc(cn1)C1CCCCC1)C(=O)[C@H]1CCN1S(=O)(=O)c1c(F)c(F)c(F)c(F)c1F	Signal transducer and activator of transcription 3	1416	"3CWG,6NJS,6NUQ,6TLC"
Fc1cc2cn[nH]c2cc1N(Cc1cnc(cn1)C1CCCCC1)C(=O)[C@H]1CCN1S(=O)(=O)c1c(F)c(F)c(F)c(F)c1F	Signal transducer and activator of transcription 3	1420	"3CWG,6NJS,6NUQ,6TLC"
CCCC(C)Oc1ccc(cc1OC)C(=O)Nc1ccc2nc(SCC(=O)N[C@@H](C)c3ccccc3)sc2c1	Signal transducer and activator of transcription 3	1420	"3CWG,6NJS,6NUQ,6TLC"
Fc1c(F)c(F)c(c(F)c1F)S(=O)(=O)N1CC[C@@H]1C(=O)N(Cc1cnc(cn1)C1CCCCC1)c1ccc2c(c1)nc[nH]c2=O	Signal transducer and activator of transcription 3	1465	"6TLC,6NUQ,6NJS,3CWG"
Fc1c(F)c(F)c(c(F)c1F)S(=O)(=O)N1CC[C@@H]1C(=O)N(Cc1cnc(cn1)C1CCCCC1)c1ccc2c(c1)nc[nH]c2=O	Signal transducer and activator of transcription 3	1470	"3CWG,6NJS,6NUQ,6TLC"
COc1ccc(cc1)[C@H](C)NC(=O)CNc1nc2ccc(NC(=O)c3ccc(OC)c(C)c3OC)cc2s1	Signal transducer and activator of transcription 3	1490	"3CWG,6NJS,6NUQ,6TLC"
[O-][N+](=O)c1cnc(NC(=O)c2ccc(Cl)cc2)s1	Signal transducer and activator of transcription 3	1500	"3CWG,6NJS,6NUQ,6TLC"
OC(=O)c1ccc(cc1O)N(Cc1ccc(cc1)C1CCOC1)C(=O)[C@H]1CCN1S(=O)(=O)c1c(F)c(F)c(F)c(F)c1F	Signal transducer and activator of transcription 3	1500	"3CWG,6NJS,6NUQ,6TLC"
CC(C)C[C@H](NC(=O)\C=C\c1ccc(OP(O)(O)=O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(N)=O)CN1CCOCC1	Signal transducer and activator of transcription 3	1530	"3CWG,6NJS,6NUQ,6TLC"
CCCC(C)Oc1ccc(cc1)C(=O)Nc1ccc2nc(SCC(=O)N[C@@H](C)c3ccccc3)sc2c1	Signal transducer and activator of transcription 3	1600	"3CWG,6NJS,6NUQ,6TLC"
CCCC(C)Oc1ccc(cc1)C(=O)Nc1ccc2nc(SCC(=O)N[C@@H](C)c3ccccc3)sc2c1	Signal transducer and activator of transcription 3	1600	"3CWG,6NJS,6NUQ,6TLC"
CC(C)C[C@H](CCC(N)=O)NC(=O)[C@@H]1[C@@H]2C[C@@H]2CN1C(=O)[C@H](CC(C)C)NC(=O)\C=C\c1ccc(OP(O)(O)=O)cc1	Signal transducer and activator of transcription 3	1630	"3CWG,6NJS,6NUQ,6TLC"
Oc1cc(N(Cc2ccc(cc2)C2CCOCC2)C(=O)[C@H]2CCN2S(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)c(F)cc1C([O-])=O	Signal transducer and activator of transcription 3	1630	"3CWG,6NJS,6NUQ,6TLC"
C[C@@H](O)[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1Cc2cccc3CC[C@@H](NC(=O)[C@H](Cc4ccc(OP(O)(O)=O)cc4)NC(C)=O)C(=O)N1c23)C(N)=O	Signal transducer and activator of transcription 3	1650	"3CWG,6NJS,6NUQ,6TLC"
Oc1cc(CNC=C2C(=O)NC(=O)c3ccc(I)cc23)ccc1-c1ccoc1	Signal transducer and activator of transcription 3	1700	"3CWG,6NJS,6NUQ,6TLC"
CN1C(=O)CCC(N2C(=O)c3cccc(NCCCCCC4CCN(CCNC(=O)c5cc6c(o5)C(=O)c5ccccc5C6=O)CC4)c3C2=O)C1=O	Signal transducer and activator of transcription 3	1700	"3CWG,6NJS,6NUQ,6TLC"
OC(=O)c1ccc(N(Cc2cnc(cn2)C2CCCCC2)C(=O)[C@H]2CCN2S(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)c(F)c1	Signal transducer and activator of transcription 3	1715	"6TLC,6NUQ,6NJS,3CWG"
CN(C)C(=O)c1ccc(cc1O)N(Cc1ccc(cn1)C1CCCCC1)C(=O)[C@H]1CCN1S(=O)(=O)c1c(F)c(F)c(F)c(F)c1F	Signal transducer and activator of transcription 3	1718	"3CWG,6NJS,6NUQ,6TLC"
CN(C)C(=O)c1ccc(cc1O)N(Cc1ccc(cn1)C1CCCCC1)C(=O)[C@H]1CCN1S(=O)(=O)c1c(F)c(F)c(F)c(F)c1F	Signal transducer and activator of transcription 3	1720	"3CWG,6NJS,6NUQ,6TLC"
ONC(=O)c1ccc(N(Cc2ccc(cc2)C2CCCCC2)C(=O)[C@H]2CCN2S(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)c(F)c1	Signal transducer and activator of transcription 3	1750	"3CWG,6NJS,6NUQ,6TLC"
ONC(=O)c1ccc(N(Cc2ccc(cc2)C2CCCCC2)C(=O)[C@H]2CCN2S(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)c(F)c1	Signal transducer and activator of transcription 3	1750	"3CWG,6NJS,6NUQ,6TLC"
C[C@H](NC(=O)C(=C\c1cccc(Br)n1)\C#N)c1ccccc1	Signal transducer and activator of transcription 3	1790	"3CWG,6NJS,6NUQ,6TLC"
Fc1c(F)c(F)c(c(F)c1F)S(=O)(=O)N1CC[C@@H]1C(=O)N(Cc1ccc(cn1)C1CCCCC1)c1ccc2C(=O)OCc2c1	Signal transducer and activator of transcription 3	1791	"3CWG,6NJS,6NUQ,6TLC"
Fc1c(F)c(F)c(c(F)c1F)S(=O)(=O)N1CC[C@@H]1C(=O)N(Cc1ccc(cc1)C1CCCCC1)c1ccc2c(cn[nH]c2=O)c1	Signal transducer and activator of transcription 3	1796	"3CWG,6NJS,6NUQ,6TLC"
Fc1cc2cn[nH]c2cc1N(Cc1ccc(cn1)C1CCCCC1)C(=O)[C@H]1CCN1S(=O)(=O)c1c(F)c(F)c(F)c(F)c1F	Signal transducer and activator of transcription 3	1798	"3CWG,6NJS,6NUQ,6TLC"
Fc1c(F)c(F)c(c(F)c1F)S(=O)(=O)N1CC[C@@H]1C(=O)N(Cc1ccc(cc1)C1CCCCC1)c1ccc2c(cn[nH]c2=O)c1	Signal transducer and activator of transcription 3	1800	"3CWG,6NJS,6NUQ,6TLC"
Fc1cc2cn[nH]c2cc1N(Cc1ccc(cn1)C1CCCCC1)C(=O)[C@H]1CCN1S(=O)(=O)c1c(F)c(F)c(F)c(F)c1F	Signal transducer and activator of transcription 3	1800	"3CWG,6NJS,6NUQ,6TLC"
CC(C)C[C@H](NC(=O)\C=C\c1ccc(OP(O)(O)=O)cc1)C(=O)N1CCC[C@H]1C(=O)NCCCC(=O)NN	Signal transducer and activator of transcription 3	1830	"3CWG,6NJS,6NUQ,6TLC"
Fc1c(F)c(F)c(c(F)c1F)S(=O)(=O)N1CC[C@@H]1C(=O)N(Cc1ccc(cc1)C1CCCCC1)c1ccc2c(cc[nH]c2=O)c1	Signal transducer and activator of transcription 3	1866	"3CWG,6NJS,6NUQ,6TLC"
Fc1c(F)c(F)c(c(F)c1F)S(=O)(=O)N1CC[C@@H]1C(=O)N(Cc1ccc(cc1)C1CCCCC1)c1ccc2c(cc[nH]c2=O)c1	Signal transducer and activator of transcription 3	1870	"3CWG,6NJS,6NUQ,6TLC"
CC(C)C[C@H](NC(=O)\C=C\c1ccc(OP(O)(O)=O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(N)=O)C(C)C	Signal transducer and activator of transcription 3	1880	"3CWG,6NJS,6NUQ,6TLC"
Fc1cc2cn[nH]c2cc1N(Cc1ccc(cc1)C1CCCCC1)C(=O)[C@H]1CCN1S(=O)(=O)c1c(F)c(F)c(F)c(F)c1F	Signal transducer and activator of transcription 3	1896	"3CWG,6NJS,6NUQ,6TLC"
CNC(=O)c1ccc(cc1O)N(Cc1cnc(cn1)C1CCCCC1)C(=O)[C@H]1CCN1S(=O)(=O)c1c(F)c(F)c(F)c(F)c1F	Signal transducer and activator of transcription 3	1896	"3CWG,6NJS,6NUQ,6TLC"
CNC(=O)c1ccc(cc1O)N(Cc1cnc(cn1)C1CCCCC1)C(=O)[C@H]1CCN1S(=O)(=O)c1c(F)c(F)c(F)c(F)c1F	Signal transducer and activator of transcription 3	1900	"3CWG,6NJS,6NUQ,6TLC"
Fc1cc2cn[nH]c2cc1N(Cc1ccc(cc1)C1CCCCC1)C(=O)[C@H]1CCN1S(=O)(=O)c1c(F)c(F)c(F)c(F)c1F	Signal transducer and activator of transcription 3	1900	"3CWG,6NJS,6NUQ,6TLC"
CNC(=O)c1ccc(N(Cc2ccc(cn2)C2CCCCC2)C(=O)[C@H]2CCN2S(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)c(F)c1	Signal transducer and activator of transcription 3	1906	"3CWG,6NJS,6NUQ,6TLC"
CNC(=O)c1ccc(N(Cc2ccc(cn2)C2CCCCC2)C(=O)[C@H]2CCN2S(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)c(F)c1	Signal transducer and activator of transcription 3	1910	"3CWG,6NJS,6NUQ,6TLC"
Oc1ccc(Cl)cc1C(=O)Nc1ccc(cc1Cl)[N+]([O-])=O	Signal transducer and activator of transcription 3	1930	"3CWG,6NJS,6NUQ,6TLC"
ONC(=O)c1ccc(N(Cc2ccc(cn2)C2CCCC2)C(=O)[C@H]2CCN2S(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)c(F)c1	Signal transducer and activator of transcription 3	1937	"3CWG,6NJS,6NUQ,6TLC"
ONC(=O)c1ccc(N(Cc2ccc(cn2)C2CCCC2)C(=O)[C@H]2CCN2S(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)c(F)c1	Signal transducer and activator of transcription 3	1940	"3CWG,6NJS,6NUQ,6TLC"
CONC(=O)c1ccc(N(Cc2ccc(cn2)C2CCCCC2)C(=O)[C@H]2CCN2S(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)c(F)c1	Signal transducer and activator of transcription 3	1956	"3CWG,6NJS,6NUQ,6TLC"
CONC(=O)c1ccc(N(Cc2ccc(cn2)C2CCCCC2)C(=O)[C@H]2CCN2S(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)c(F)c1	Signal transducer and activator of transcription 3	1960	"3CWG,6NJS,6NUQ,6TLC"
C[C@H](O)c1cc2c(o1)C(=O)c1cccc(O)c1C2=O	Signal transducer and activator of transcription 3	2000	"3CWG,6NJS,6NUQ,6TLC"
CC(=O)c1cc2c(o1)C(=O)c1cccc(O)c1C2=O	Signal transducer and activator of transcription 3	2000	"3CWG,6NJS,6NUQ,6TLC"
CC1C(=Nn2c(nnc2S1=O)-c1cc(n[nH]1)-c1cccc(Cl)c1)c1ccc(Cl)c(Cl)c1	Signal transducer and activator of transcription 3	2000	"3CWG,6NJS,6NUQ,6TLC"
NC(=O)c1ccc(N(Cc2ccc(cn2)C2CCCCC2)C(=O)[C@H]2CCN2S(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)c(F)c1	Signal transducer and activator of transcription 3	2000	"3CWG,6NJS,6NUQ,6TLC"
ONC(=O)c1ccc(N(Cc2cnc(cn2)C2CCCCC2)C(=O)[C@H]2CCN2S(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)c(F)c1	Signal transducer and activator of transcription 3	2000	"3CWG,6NJS,6NUQ,6TLC"
OC(=O)c1ccc(cn1)N(Cc1ccc(cn1)C1CCCCC1)C(=O)[C@H]1CCN1S(=O)(=O)c1c(F)c(F)c(F)c(F)c1F	Signal transducer and activator of transcription 3	2000	"3CWG,6NJS,6NUQ,6TLC"
NC(=O)c1ccc(N(Cc2ccc(cn2)C2CCCCC2)C(=O)[C@H]2CCN2S(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)c(F)c1	Signal transducer and activator of transcription 3	2000	"3CWG,6NJS,6NUQ,6TLC"
CC(=O)c1ccc(cc1O)N(Cc1cnc(cn1)C1CCCCC1)C(=O)[C@H]1CCN1S(=O)(=O)c1c(F)c(F)c(F)c(F)c1F	Signal transducer and activator of transcription 3	2000	"3CWG,6NJS,6NUQ,6TLC"
ONC(=O)c1ccc(N(Cc2cnc(cn2)C2CCCCC2)C(=O)[C@H]2CCN2S(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)c(F)c1	Signal transducer and activator of transcription 3	2000	"3CWG,6NJS,6NUQ,6TLC"
COC(=O)c1ccc(N(Cc2cnc(cn2)C2CCCCC2)C(=O)[C@H]2CCN2S(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)c(F)c1	Signal transducer and activator of transcription 3	2000	"3CWG,6NJS,6NUQ,6TLC"
OC(=O)c1ccc(cc1O)N(Cc1ccc(cc1)C1CCCCC1)C(=O)C1CN(C1)S(=O)(=O)c1c(F)c(F)c(F)c(F)c1F	Signal transducer and activator of transcription 3	2000	"3CWG,6NJS,6NUQ,6TLC"
ONC(=O)c1ccc(cc1O)N(Cc1ccc(cc1)C1CCCCC1)C(=O)C1CN(C1)S(=O)(=O)c1c(F)c(F)c(F)c(F)c1F	Signal transducer and activator of transcription 3	2000	"3CWG,6NJS,6NUQ,6TLC"
ONC(=O)c1ccc(cc1O)N(Cc1ccc(cc1)C1CCOCC1)C(=O)[C@H]1CCN1S(=O)(=O)c1c(F)c(F)c(F)c(F)c1F	Signal transducer and activator of transcription 3	2070	"3CWG,6NJS,6NUQ,6TLC"
ONC(=O)c1ccc(cc1O)N(Cc1ccc(cc1)C1CCOCC1)C(=O)[C@H]1CCN1S(=O)(=O)c1c(F)c(F)c(F)c(F)c1F	Signal transducer and activator of transcription 3	2070	"3CWG,6NJS,6NUQ,6TLC"
ONC(=O)c1cc(F)c(cc1O)N(Cc1ccc(cc1)C1CCOCC1)C(=O)[C@H]1CCN1S(=O)(=O)c1c(F)c(F)c(F)c(F)c1F	Signal transducer and activator of transcription 3	2110	"3CWG,6NJS,6NUQ,6TLC"
ONC(=O)c1cc(F)c(cc1O)N(Cc1ccc(cc1)C1CCOCC1)C(=O)[C@H]1CCN1S(=O)(=O)c1c(F)c(F)c(F)c(F)c1F	Signal transducer and activator of transcription 3	2110	"3CWG,6NJS,6NUQ,6TLC"
Brc1ccc(cc1)C(=O)c1nc(cc2c3ccccc3[nH]c12)C(=O)NCCc1c[nH]c2ccccc12	Signal transducer and activator of transcription 3	2130	"6TLC,6NUQ,6NJS,3CWG"
CCCC(C)Oc1ccc(cc1Br)C(=O)Nc1ccc2nc(SCC(=O)N[C@@H](C)c3ccccc3)sc2c1	Signal transducer and activator of transcription 3	2150	"3CWG,6NJS,6NUQ,6TLC"
CC(C)(C)c1ccc(CN(C(=O)[C@H]2CCN2S(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)c2ccc(C(O)=O)c(O)c2)cc1	Signal transducer and activator of transcription 3	2172	"3CWG,6NJS,6NUQ,6TLC"
C\C=C(/C)C(=O)O[C@H]1C[C@@H](C)[C@]2(O)CC[C@@](C)(O2)\C=C2\OC(=O)C(COC(C)=O)=C12	Signal transducer and activator of transcription 3	2200	"3CWG,6NJS,6NUQ,6TLC"
COc1ccc(cc1)C1=Nn2c(SC1C(C)C)nnc2-c1[nH]nc2CCCc12	Signal transducer and activator of transcription 3	2200	"3CWG,6NJS,6NUQ,6TLC"
COc1ccc(cc1)C1=Nn2c(SC1C(C)C)nnc2-c1[nH]nc2CCCc12	Signal transducer and activator of transcription 3	2200	"3CWG,6NJS,6NUQ,6TLC"
COc1ccc(cc1)C1=Nn2c(SC1C(C)C)nnc2-c1[nH]nc2CCCc12	Signal transducer and activator of transcription 3	2200	"3CWG,6NJS,6NUQ,6TLC"
CCCC(C)Oc1ccc(C(=O)Nc2ccc3nc(SCC(=O)N[C@@H](C)c4ccccc4)sc3c2)c(OC)c1	Signal transducer and activator of transcription 3	2200	"3CWG,6NJS,6NUQ,6TLC"
C[C@@H](N(C)S(=O)(=O)c1c(F)c(F)c(F)c(F)c1F)C(=O)N(Cc1ccc(cc1)C1CCCCC1)c1ccc(cc1F)C(=O)OCc1ccccc1	Signal transducer and activator of transcription 3	2200	"3CWG,6NJS,6NUQ,6TLC"
OC(=O)c1ccc(cc1O)N(Cc1ccc(cc1)C1CCCCC1)C(=O)[C@@H]1CCN1S(=O)(=O)c1c(F)c(F)c(F)c(F)c1F	Signal transducer and activator of transcription 3	2220	"3CWG,6NJS,6NUQ,6TLC"
ONC(=O)c1ccc(cc1)N(Cc1ccc(cc1)C1CCCC1)C(=O)[C@H]1CCN1S(=O)(=O)c1c(F)c(F)c(F)c(F)c1F	Signal transducer and activator of transcription 3	2250	"3CWG,6NJS,6NUQ,6TLC"
ONC(=O)c1ccc(cc1)N(Cc1ccc(cc1)C1CCCC1)C(=O)[C@H]1CCN1S(=O)(=O)c1c(F)c(F)c(F)c(F)c1F	Signal transducer and activator of transcription 3	2250	"3CWG,6NJS,6NUQ,6TLC"
Clc1ccc(CNc2nc(NC(=O)c3ccccc3)nc3[nH]cnc23)cc1	Signal transducer and activator of transcription 3	2280	"3CWG,6NJS,6NUQ,6TLC"
C\C=C(/C)C(=O)O[C@H]1C[C@@H](C)[C@]2(O)CC[C@@](C)(O2)\C=C2\OC(=O)C(COC(C)=O)=C12	Signal transducer and activator of transcription 3	2300	"3CWG,6NJS,6NUQ,6TLC"
Cc1ccc(C(=O)Nc2ncc(s2)[N+]([O-])=O)c(O)c1	Signal transducer and activator of transcription 3	2300	"3CWG,6NJS,6NUQ,6TLC"
Fc1c(F)c(F)c(c(F)c1F)S(=O)(=O)N1CC[C@@H]1C(=O)N(Cc1ccc(cc1)C1CCCCC1)c1ccc2nc[nH]c2c1	Signal transducer and activator of transcription 3	2350	"3CWG,6NJS,6NUQ,6TLC"
Fc1c(F)c(F)c(c(F)c1F)S(=O)(=O)N1CC[C@@H]1C(=O)N(Cc1ccc(cc1)C1CCCCC1)c1ccc2nc[nH]c2c1	Signal transducer and activator of transcription 3	2350	"3CWG,6NJS,6NUQ,6TLC"
COC(=O)[C@]12CCC(C)(C)C[C@H]1[C@H]1C(=O)C=C3[C@@]4(C)C=C(C#N)C(=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2	Signal transducer and activator of transcription 3	2380	"3CWG,6NJS,6NUQ,6TLC"
C\C=C(/C)C(=O)OCC1=C2[C@@H](O)C[C@@H](C)[C@]3(O)CC[C@@](C)(O3)\C=C2\OC1=O	Signal transducer and activator of transcription 3	2400	"3CWG,6NJS,6NUQ,6TLC"
OC(=O)c1ccc(cc1O)N(Cc1ccc(cc1)C1CCCCC1)C(=O)[C@H]1CCCN1S(=O)(=O)c1c(F)c(F)c(F)c(F)c1F	Signal transducer and activator of transcription 3	2400	"3CWG,6NJS,6NUQ,6TLC"
Fc1c(F)c(F)c(c(F)c1F)S(=O)(=O)N1CC[C@@H]1C(=O)N(Cc1cnc(cn1)C1CCCCC1)c1ccc2c(cn[nH]c2=O)c1	Signal transducer and activator of transcription 3	2450	"3CWG,6NJS,6NUQ,6TLC"
Fc1c(F)c(F)c(c(F)c1F)S(=O)(=O)N1CC[C@@H]1C(=O)N(Cc1cnc(cn1)C1CCCCC1)c1ccc2c(cn[nH]c2=O)c1	Signal transducer and activator of transcription 3	2452	"3CWG,6NJS,6NUQ,6TLC"
[O-][N+](=O)c1cnc(NC(=O)c2ccc(cc2)N=[N+]=[N-])s1	Signal transducer and activator of transcription 3	2500	"3CWG,6NJS,6NUQ,6TLC"
C[C@H](NC(=O)C(=C\c1cccc(Br)n1)\C#N)c1ccccc1	Signal transducer and activator of transcription 3	2500	"3CWG,6NJS,6NUQ,6TLC"
O=C(NCCOCCOCCOCCOCCOCCOCCNc1cccc2C(=O)N(C3CCC(=O)NC3=O)C(=O)c12)c1cc2c(o1)C(=O)c1ccccc1C2=O	Signal transducer and activator of transcription 3	2500	"3CWG,6NJS,6NUQ,6TLC"
ONC(=O)c1ccc(cc1)N(Cc1ccc(cc1)C1CCCCC1)C(=O)[C@H]1CCN1S(=O)(=O)c1c(F)c(F)c(F)c(F)c1F	Signal transducer and activator of transcription 3	2510	"3CWG,6NJS,6NUQ,6TLC"
ONC(=O)c1ccc(cc1)N(Cc1ccc(cc1)C1CCCCC1)C(=O)[C@H]1CCN1S(=O)(=O)c1c(F)c(F)c(F)c(F)c1F	Signal transducer and activator of transcription 3	2510	"3CWG,6NJS,6NUQ,6TLC"
Oc1ccc(cc1)C(=O)c1nc(cc2c3ccccc3[nH]c12)C(=O)NCCc1c[nH]c2ccccc12	Signal transducer and activator of transcription 3	2590	"6TLC,6NUQ,6NJS,3CWG"
C\C=C(/C)C(=O)OCC1=C2[C@@H](O)C[C@@H](C)[C@]3(O)CC[C@@](C)(O3)\C=C2\OC1=O	Signal transducer and activator of transcription 3	2600	"3CWG,6NJS,6NUQ,6TLC"
