Ligand SMILES	Target Name	IC50 (nM)	PDB ID(s) of Target Chain
O=C(Nc1nnc(o1)-c1ccco1)c1cc(nc2ccccc12)-c1ccco1	Signal transducer and activator of transcription 3	66000	"3CWG,6NJS,6NUQ,6TLC"
O=C(Nc1nnc(o1)-c1ccccc1)c1cc(nc2ccccc12)-c1ccccc1	Signal transducer and activator of transcription 3	66000	"3CWG,6NJS,6NUQ,6TLC"
CCO[C@H]1C[C@H]2[C@@H]([C@H](C)O1)[C@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)OC=C2C(=O)OC	Signal transducer and activator of transcription 3	67000	"3CWG,6NJS,6NUQ,6TLC"
CC(C)C[C@H](NC(=O)\C=C\c1ccc(OP(O)(O)=O)cc1)C(=O)N1CCC[C@H]1C(=O)NCCCS(N)(=O)=O	Signal transducer and activator of transcription 3	68200	"3CWG,6NJS,6NUQ,6TLC"
COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]2[C@@H](C)[C@H](C[C@H]12)O[C@H]1C[C@H]2[C@@H]([C@@H](C)O1)[C@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)OC=C2C(=O)OC	Signal transducer and activator of transcription 3	71900	"3CWG,6NJS,6NUQ,6TLC"
O=C(Nc1nnc(o1)-c1ccoc1)c1cc(nc2ccccc12)-c1ccccc1	Signal transducer and activator of transcription 3	72000	"3CWG,6NJS,6NUQ,6TLC"
OC(=O)CSc1cc(NS(=O)(=O)c2ccc(cc2)C(O)=O)c2ccccc2c1O	Signal transducer and activator of transcription 3	73000	"3CWG,6NJS,6NUQ,6TLC"
CC(C)=CCC[C@](C)(O)[C@H]1CCC(C)=CC1	Signal transducer and activator of transcription 3	73000	"3CWG,6NJS,6NUQ,6TLC"
OC(=O)CSc1cc(NS(=O)(=O)c2ccc(cc2)C(O)=O)c2ccccc2c1O	Signal transducer and activator of transcription 3	73000	"3CWG,6NJS,6NUQ,6TLC"
O=C(Nc1nnc(o1)-c1ccco1)c1cc(nc2ccccc12)-c1ccccc1	Signal transducer and activator of transcription 3	74000	"3CWG,6NJS,6NUQ,6TLC"
CN(CC(=O)N(Cc1ccc(cc1)-c1ccc(cc1)-c1ccc(cc1)C#N)c1ccc(C(O)=O)c(O)c1)S(=O)(=O)c1ccc(C)cc1	Signal transducer and activator of transcription 3	74300	"3CWG,6NJS,6NUQ,6TLC"
O=C(Nc1nnc(Cc2ccccc2)o1)c1cc(nc2ccccc12)-c1ccccc1	Signal transducer and activator of transcription 3	75000	"3CWG,6NJS,6NUQ,6TLC"
O=C(Nc1nnc(o1)-c1cccs1)c1cc(nc2ccccc12)-c1ccccc1	Signal transducer and activator of transcription 3	75000	"3CWG,6NJS,6NUQ,6TLC"
COc1ccc2nc(cc(-c3nnc(SCC(=O)Nc4ccc(cc4)C(\C)=N/O)n3-c3ccccc3)c2c1)-c1ccc(Cl)cc1	Signal transducer and activator of transcription 3	75000	"3CWG,6NJS,6NUQ,6TLC"
CO[C@H]1C[C@H]2[C@@H]([C@H](C)O1)[C@H](O[C@@H]1O[C@H](CO)[C@@H](O[C@H]3C[C@H]4[C@@H]([C@H](C)O3)[C@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@H](O)[C@H]3O)OC=C4C(=O)OC)[C@H](O)[C@H]1O)OC=C2C(=O)OC	Signal transducer and activator of transcription 3	79100	"3CWG,6NJS,6NUQ,6TLC"
CN(CC(=O)N(Cc1ccc(cc1)C1CCCCC1)c1ccc(C(O)=O)c(O)c1)S(=O)(=O)c1ccc2ccccc2c1	Signal transducer and activator of transcription 3	79200	"3CWG,6NJS,6NUQ,6TLC"
CN(CC(=O)N(Cc1ccc(cc1)-c1ccc(cc1)-c1cccc(c1)C#N)c1ccc(C(O)=O)c(O)c1)S(=O)(=O)c1ccc(C)cc1	Signal transducer and activator of transcription 3	82000	"3CWG,6NJS,6NUQ,6TLC"
Cc1ccc(cc1)S(=O)(=O)OCC(=O)Nc1ccc(C(O)=O)c(O)c1	Signal transducer and activator of transcription 3	84000	"3CWG,6NJS,6NUQ,6TLC"
Cc1ccc(cc1)S(=O)(=O)OCC(=O)Nc1ccc(C(O)=O)c(O)c1	Signal transducer and activator of transcription 3	86000	"3CWG,6NJS,6NUQ,6TLC"
Cc1ccc(cc1)S(=O)(=O)OCC(=O)Nc1ccc(cc1)C(O)=O	Signal transducer and activator of transcription 3	86000	"3CWG,6NJS,6NUQ,6TLC"
Cc1ccc(cc1)S(=O)(=O)OCC(=O)Nc1ccc(C(O)=O)c(O)c1	Signal transducer and activator of transcription 3	86000	"3CWG,6NJS,6NUQ,6TLC"
Cc1ccc(cc1)S(=O)(=O)OCC(=O)Nc1ccc(C(O)=O)c(O)c1	Signal transducer and activator of transcription 3	86000	"3CWG,6NJS,6NUQ,6TLC"
OC[C@H]1O[C@@H](O[C@@H]2OC=C3[C@@H](CCOC3=O)[C@H]2C=C)[C@H](O)[C@@H](O)[C@@H]1O	Signal transducer and activator of transcription 3	89500	"3CWG,6NJS,6NUQ,6TLC"
COc1ccc(NC(=O)c2nc(oc2Cc2ccc(OP(O)(O)=O)cc2)-c2ccccc2)cc1	Signal transducer and activator of transcription 3	90000	"6TLC,6NUQ,6NJS,3CWG"
CN(CC(=O)N(Cc1ccc(cc1)-c1ccc(cc1)-c1cccc(c1)C(N)=O)c1ccc(C(O)=O)c(O)c1)S(=O)(=O)c1ccc(C)cc1	Signal transducer and activator of transcription 3	90000	"3CWG,6NJS,6NUQ,6TLC"
CN(CC(=O)N(Cc1ccc(cc1)C1CCCCC1)c1ccc(C(O)=O)c(O)c1)S(=O)(=O)c1ccc(Br)cc1	Signal transducer and activator of transcription 3	90300	"3CWG,6NJS,6NUQ,6TLC"
OC(=O)c1ccc(\C=C\C(=O)c2ccc3OCCOc3c2)cc1	Signal transducer and activator of transcription 3	91000	"3CWG,6NJS,6NUQ,6TLC"
COC(=O)c1ccc(cc1)-c1ccc(cc1)-c1ccc(CN(C(=O)CN(C)S(=O)(=O)c2ccc(C)cc2)c2ccc(C(O)=O)c(O)c2)cc1	Signal transducer and activator of transcription 3	91000	"3CWG,6NJS,6NUQ,6TLC"
OC(=O)c1cc(ccc1O)N(Cc1ccc(cc1)N1CCOCC1)C(=O)CN(Cc1ccccc1)S(=O)(=O)c1ccc(cc1)-c1ccccc1	Signal transducer and activator of transcription 3	94700	"3CWG,6NJS,6NUQ,6TLC"
Cc1ccc(cc1)S(=O)(=O)NCC(=O)N(Cc1ccc(cc1)C1CCCCC1)c1ccc(C(O)=O)c(O)c1	Signal transducer and activator of transcription 3	95000	"3CWG,6NJS,6NUQ,6TLC"
CC(C)C[C@H](NC(=O)c1ccc2cc(OP(O)(O)=O)ccc2c1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H]([C@@H](C)O)C(N)=O	Signal transducer and activator of transcription 3	100000	"3CWG,6NJS,6NUQ,6TLC"
CC(C)C[C@H](NC(=O)Cc1c[nH]c2ccc(OP(O)(O)=O)cc12)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H]([C@@H](C)O)C(N)=O	Signal transducer and activator of transcription 3	100000	"3CWG,6NJS,6NUQ,6TLC"
CC(C)C[C@H](NC(=O)C1Cc2cc(OP(O)(O)=O)ccc2CN1C(C)=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H]([C@@H](C)O)C(N)=O	Signal transducer and activator of transcription 3	100000	"3CWG,6NJS,6NUQ,6TLC"
CC(C)C[C@H](NC(=O)\C=C\c1cccc(OP(O)(O)=O)c1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H]([C@@H](C)O)C(N)=O	Signal transducer and activator of transcription 3	100000	"3CWG,6NJS,6NUQ,6TLC"
CN(CC(=O)N(Cc1ccc(cc1)C1CCCCC1)c1ccc(C(O)=O)c(O)c1)S(=O)(=O)c1ccc(cc1)-c1ccccc1	Signal transducer and activator of transcription 3	100000	"3CWG,6NJS,6NUQ,6TLC"
CN(CC(=O)N(Cc1ccc(cc1)C1CCCCC1)c1ccc(C(O)=O)c(O)c1)S(=O)(=O)c1ccc(Cl)cc1	Signal transducer and activator of transcription 3	100000	"3CWG,6NJS,6NUQ,6TLC"
COc1ccc(cc1)S(=O)(=O)N(C)CC(=O)N(Cc1ccc(cc1)C1CCCCC1)c1ccc(C(O)=O)c(O)c1	Signal transducer and activator of transcription 3	100000	"3CWG,6NJS,6NUQ,6TLC"
CCO[C@H]1C[C@H]2[C@@H]([C@H](C)O1)[C@H](O[C@@H]1O[C@H](CO[C@H]3C[C@H]4[C@@H]([C@H](C)O3)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)OC=C4C(=O)OC)[C@@H](O)[C@H](O)[C@H]1O)OC=C2C(=O)OC	Signal transducer and activator of transcription 3	100000	"3CWG,6NJS,6NUQ,6TLC"
CO[C@H]1C[C@H]2[C@@H]([C@H](C)O1)[C@H](O[C@@H]1O[C@H](CO[C@H]3C[C@H]4[C@@H]([C@H](C)O3)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)OC=C4C(=O)OC)[C@@H](O)[C@H](O)[C@H]1O)OC=C2C(=O)OC	Signal transducer and activator of transcription 3	100000	"3CWG,6NJS,6NUQ,6TLC"
CO[C@H]1C[C@H]2[C@@H]([C@H](C)O1)[C@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@H]1C[C@H]3[C@@H]([C@H](C)O1)[C@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)OC=C3C(=O)OC)OC=C2C(=O)OC	Signal transducer and activator of transcription 3	100000	"3CWG,6NJS,6NUQ,6TLC"
CCO[C@@H]1C[C@H]2[C@@H]([C@H](C)O1)[C@H](O[C@@H]1O[C@H](CO[C@H]3C[C@H]4[C@@H]([C@H](C)O3)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)OC=C4C(=O)OC)[C@@H](O)[C@H](O)[C@H]1O)OC=C2C(=O)OC	Signal transducer and activator of transcription 3	100000	"3CWG,6NJS,6NUQ,6TLC"
CCO[C@@H]1C[C@H]2[C@@H]([C@H](C)O1)[C@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)OC=C2C(=O)OC	Signal transducer and activator of transcription 3	100000	"3CWG,6NJS,6NUQ,6TLC"
Cc1oc(C)c2c1c(O)cc(cc2=O)-c1ccc(O)c(O)c1	Signal transducer and activator of transcription 3	106000	"3CWG,6NJS,6NUQ,6TLC"
C[C@H]1O[C@@H](O[C@@](C)(CCC=C(C)C)[C@H]2CCC(C)=CC2)[C@H](O)[C@@H](OC(=O)C=C(C)C)[C@H]1O	Signal transducer and activator of transcription 3	110000	"3CWG,6NJS,6NUQ,6TLC"
CO[C@H]1CC[C@@H](CC1)C(=O)OCC1=C[C@H]2[C@@H](Cc3c[nH]c4cccc2c34)N(C)C1	Signal transducer and activator of transcription 3	113000	"3CWG,6NJS,6NUQ,6TLC"
CCN1C(=S)N(CC)C(=O)C(=Cc2ccc(o2)-c2cc(ccc2Cl)C(O)=O)C1=O	Signal transducer and activator of transcription 3	114000	"3CWG,6NJS,6NUQ,6TLC"
Cc1ccc(cc1)S(=O)(=O)N(CC(=O)N(Cc1ccc(cc1)C1CCCCC1)c1ccc(C(O)=O)c(O)c1)C(=O)OC(C)(C)C	Signal transducer and activator of transcription 3	115000	"3CWG,6NJS,6NUQ,6TLC"
CN(CC(=O)N(Cc1ccc(cc1)-c1ccccc1)c1ccc(C(O)=O)c(O)c1)S(=O)(=O)c1ccc(C)cc1	Signal transducer and activator of transcription 3	115000	"3CWG,6NJS,6NUQ,6TLC"
COc1ccc(CN(C(=O)c2ccc(Oc3ccccc3)cc2)c2ccc(O)c(c2)C(O)=O)cc1	Signal transducer and activator of transcription 3	118100	"3CWG,6NJS,6NUQ,6TLC"
CN(CC(=O)N(Cc1ccc(cc1)C1CCCCC1)c1ccc(C(O)=O)c(O)c1)S(=O)(=O)c1cccc(C)c1	Signal transducer and activator of transcription 3	119000	"3CWG,6NJS,6NUQ,6TLC"
COc1ccc(NC(=O)c2nc(sc2Cc2ccc(OP(O)(O)=O)cc2)-c2cccc3ccccc23)cc1	Signal transducer and activator of transcription 3	125000	"6TLC,6NUQ,6NJS,3CWG"
CN(CC(=O)N(Cc1ccc(cc1)C1CCCCC1)c1ccc(C(O)=O)c(O)c1)S(=O)(=O)c1ccc(cc1)C#N	Signal transducer and activator of transcription 3	126200	"3CWG,6NJS,6NUQ,6TLC"
COC(=O)Cc1c(C)c2ccc(OCc3ccc(cc3)C(=O)OC)c(C)c2oc1=O	Signal transducer and activator of transcription 3	137000	"3CWG,6NJS,6NUQ,6TLC"
CC(C)C[C@H](NC(=O)[C@H](Cc1ccc(CP(O)(O)=O)cc1)NC(C)=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](C(C)C)C(O)=O	Signal transducer and activator of transcription 3	138000	"3CWG,6NJS,6NUQ,6TLC"
COC(=O)c1ccc(cc1)-c1ccc(CN(C(=O)CN(C)S(=O)(=O)c2ccc(C)cc2)c2ccc(C(O)=O)c(O)c2)cc1	Signal transducer and activator of transcription 3	141000	"3CWG,6NJS,6NUQ,6TLC"
CCOc1cc(C=C2C(=O)c3ccccc3C2=O)cc(Cl)c1OCc1cccc(c1)C(O)=O	Signal transducer and activator of transcription 3	144000	"3CWG,6NJS,6NUQ,6TLC"
CCCCCCNC(=O)c1nc(sc1Cc1ccc(OP(O)(O)=O)cc1)-c1ccccc1	Signal transducer and activator of transcription 3	150000	"6TLC,6NUQ,6NJS,3CWG"
CC(C)n1cc2C[C@@H]3[C@H](C=C(CO)CN3C)c3cccc1c23	Signal transducer and activator of transcription 3	160000	"3CWG,6NJS,6NUQ,6TLC"
CC(C)C[C@H](NC(=O)[C@H](Cc1ccc(OP(O)(O)=O)cc1)NC(=O)[C@@H]1CCCN1)C(O)=O	Signal transducer and activator of transcription 3	182000	"3CWG,6NJS,6NUQ,6TLC"
COC(=O)c1cccc(c1)-c1ccc(CN(C(=O)CN(C)S(=O)(=O)c2ccc(C)cc2)c2ccc(C(O)=O)c(O)c2)cc1	Signal transducer and activator of transcription 3	191000	"3CWG,6NJS,6NUQ,6TLC"
CN(CC(=O)N(Cc1ccc(cc1)C(C)(C)C)c1ccc(C(O)=O)c(O)c1)S(=O)(=O)c1ccc(C)cc1	Signal transducer and activator of transcription 3	194000	"3CWG,6NJS,6NUQ,6TLC"
Cc1ccc(cc1)S(=O)(=O)N(CC(=O)N(Cc1ccccc1)c1ccc(O)c(c1)C(O)=O)Cc1ccccc1	Signal transducer and activator of transcription 3	201300	"3CWG,6NJS,6NUQ,6TLC"
CC(C)C[C@H](NC(=O)[C@H](Cc1ccc(OP(O)(O)=O)cc1)NC(=O)[C@H](C)N)C(O)=O	Signal transducer and activator of transcription 3	217000	"3CWG,6NJS,6NUQ,6TLC"
CC(C)C[C@H](NC(=O)[C@H](Cc1ccc(OP(O)(O)=O)cc1)NC(=O)[C@@H]1CCCN1)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCCCN)C(O)=O	Signal transducer and activator of transcription 3	235000	"3CWG,6NJS,6NUQ,6TLC"
CN(CC(=O)N(Cc1ccc(cc1)-c1cccc(c1)C#N)c1ccc(C(O)=O)c(O)c1)S(=O)(=O)c1ccc(C)cc1	Signal transducer and activator of transcription 3	250000	"3CWG,6NJS,6NUQ,6TLC"
OP(O)(=O)Oc1ccc(Cc2oc(nc2C(=O)Nc2ccc(cc2)C2CCCCC2)-c2cccc3ccccc23)cc1	Signal transducer and activator of transcription 3	255000	"6TLC,6NUQ,6NJS,3CWG"
OP(O)(=O)Oc1ccc(Cc2oc(nc2C(=O)Nc2ccc(cc2)C2CCCCC2)-c2cccc3ccccc23)cc1	Signal transducer and activator of transcription 3	255000	"3CWG,6NJS,6NUQ,6TLC"
CCOc1cc(C=C2C(=O)c3ccccc3C2=O)cc(Cl)c1OCc1cccc(c1)C(O)=O	Signal transducer and activator of transcription 3	256000	"3CWG,6NJS,6NUQ,6TLC"
CN(CC(=O)N(Cc1ccc(cc1)-c1ccc(cc1)C#N)c1ccc(C(O)=O)c(O)c1)S(=O)(=O)c1ccc(C)cc1	Signal transducer and activator of transcription 3	274000	"3CWG,6NJS,6NUQ,6TLC"
CN(CC(=O)N(Cc1ccccc1)c1ccc(C(O)=O)c(O)c1)S(=O)(=O)c1ccc(C)cc1	Signal transducer and activator of transcription 3	292000	"3CWG,6NJS,6NUQ,6TLC"
Cc1ccc(cc1)S(=O)(=O)N(CC(=O)Nc1ccc(C(O)=O)c(O)c1)C(=O)OC(C)(C)C	Signal transducer and activator of transcription 3	100000	"3CWG,6NJS,6NUQ,6TLC"
CN(CC(=O)Nc1ccc(C(O)=O)c(O)c1)S(=O)(=O)c1ccc(C)cc1	Signal transducer and activator of transcription 3	100000	"3CWG,6NJS,6NUQ,6TLC"
Cc1ccc(cc1)S(=O)(=O)NCC(=O)Nc1ccc(C(O)=O)c(O)c1	Signal transducer and activator of transcription 3	100000	"3CWG,6NJS,6NUQ,6TLC"
CN(CC(=O)N(CC1CCCCC1)c1ccc(C(O)=O)c(O)c1)S(=O)(=O)c1ccc(C)cc1	Signal transducer and activator of transcription 3	100000	"3CWG,6NJS,6NUQ,6TLC"
CN(CC(=O)N(CC1CCNCC1)c1ccc(C(O)=O)c(O)c1)S(=O)(=O)c1ccc(C)cc1	Signal transducer and activator of transcription 3	100000	"3CWG,6NJS,6NUQ,6TLC"
CN(CC(=O)N(CC1CCN(CC1)C(=O)OC(C)(C)C)c1ccc(C(O)=O)c(O)c1)S(=O)(=O)c1ccc(C)cc1	Signal transducer and activator of transcription 3	100000	"3CWG,6NJS,6NUQ,6TLC"
CN(CC(=O)N(CC1CCN(CC1)c1ccc(cc1)C#N)c1ccc(C(O)=O)c(O)c1)S(=O)(=O)c1ccc(C)cc1	Signal transducer and activator of transcription 3	100000	"3CWG,6NJS,6NUQ,6TLC"
CN(CC(=O)N(CC1CCN(CC1)c1ncccn1)c1ccc(C(O)=O)c(O)c1)S(=O)(=O)c1ccc(C)cc1	Signal transducer and activator of transcription 3	100000	"3CWG,6NJS,6NUQ,6TLC"
CN(CC(=O)N(Cc1ccc(cc1)C1CCN(CC1)C(=O)C(F)(F)F)c1ccc(C(O)=O)c(O)c1)S(=O)(=O)c1ccc(C)cc1	Signal transducer and activator of transcription 3	100000	"3CWG,6NJS,6NUQ,6TLC"
CN(CC(=O)N(Cc1ccc(cc1)C1CCNCC1)c1ccc(C(O)=O)c(O)c1)S(=O)(=O)c1ccc(C)cc1	Signal transducer and activator of transcription 3	100000	"3CWG,6NJS,6NUQ,6TLC"
CN(CC(=O)N(Cc1ccc(cc1)C1CCN(CC1)C(=O)OC(C)(C)C)c1ccc(C(O)=O)c(O)c1)S(=O)(=O)c1ccc(C)cc1	Signal transducer and activator of transcription 3	100000	"3CWG,6NJS,6NUQ,6TLC"
CN(CC(=O)N(Cc1ccc(cc1)C1CCN(CC1)c1ncccn1)c1ccc(C(O)=O)c(O)c1)S(=O)(=O)c1ccc(C)cc1	Signal transducer and activator of transcription 3	100000	"3CWG,6NJS,6NUQ,6TLC"
CN(CC(=O)N(Cc1ccc(cc1)C1CCN(CC1)C(=O)c1ccc(cc1)C#N)c1ccc(C(O)=O)c(O)c1)S(=O)(=O)c1ccc(C)cc1	Signal transducer and activator of transcription 3	100000	"3CWG,6NJS,6NUQ,6TLC"
CN(CC(=O)N(Cc1ccc(cc1)C1CCN(CC1)c1ccc(cc1)C(O)=O)c1ccc(C(O)=O)c(O)c1)S(=O)(=O)c1ccc(C)cc1	Signal transducer and activator of transcription 3	100000	"3CWG,6NJS,6NUQ,6TLC"
CN(CC(=O)N(Cc1ccc(cc1)C1CCN(CC1)c1ccc(cc1)C(N)=O)c1ccc(C(O)=O)c(O)c1)S(=O)(=O)c1ccc(C)cc1	Signal transducer and activator of transcription 3	100000	"3CWG,6NJS,6NUQ,6TLC"
CN(CC(=O)N(Cc1ccc(cc1)-c1cccc(c1)C(N)=O)c1ccc(C(O)=O)c(O)c1)S(=O)(=O)c1ccc(C)cc1	Signal transducer and activator of transcription 3	100000	"3CWG,6NJS,6NUQ,6TLC"
CN(CC(=O)N(Cc1ccc(cc1)-c1ccc(cc1)C(O)=O)c1ccc(C(O)=O)c(O)c1)S(=O)(=O)c1ccc(C)cc1	Signal transducer and activator of transcription 3	100000	"3CWG,6NJS,6NUQ,6TLC"
CN(CC(=O)N(Cc1ccc(cc1)-c1ccc(cc1)C(N)=O)c1ccc(C(O)=O)c(O)c1)S(=O)(=O)c1ccc(C)cc1	Signal transducer and activator of transcription 3	100000	"3CWG,6NJS,6NUQ,6TLC"
CN(CC(=O)N(Cc1ccc(cc1)-c1ccc(cc1)-c1cccc(c1)C(O)=O)c1ccc(C(O)=O)c(O)c1)S(=O)(=O)c1ccc(C)cc1	Signal transducer and activator of transcription 3	100000	"3CWG,6NJS,6NUQ,6TLC"
CN(CC(=O)N(Cc1ccc(cc1)-c1ccc(cc1)-c1ccc(cc1)C(O)=O)c1ccc(C(O)=O)c(O)c1)S(=O)(=O)c1ccc(C)cc1	Signal transducer and activator of transcription 3	100000	"3CWG,6NJS,6NUQ,6TLC"
CN(CC(=O)N(Cc1ccc(cc1)C1CCCCC1)c1ccc(C(O)=O)c(O)c1)S(=O)(=O)c1cn(C)cn1	Signal transducer and activator of transcription 3	100000	"3CWG,6NJS,6NUQ,6TLC"
CN(CC(=O)N(Cc1ccc(cc1)C1CCCCC1)c1ccc(C(O)=O)c(O)c1)S(=O)(=O)c1ccc(F)cc1	Signal transducer and activator of transcription 3	100000	"3CWG,6NJS,6NUQ,6TLC"
OC(=O)c1cc(ccc1O)N(Cc1ccc(cc1)C1CCNCC1)C(=O)CN(Cc1ccccc1)S(=O)(=O)c1ccc(cc1)-c1ccccc1	Signal transducer and activator of transcription 3	100000	"3CWG,6NJS,6NUQ,6TLC"
CN(CC(=O)Nc1ccc(C(O)=O)c(O)c1)S(=O)(=O)c1ccc(C)cc1	Signal transducer and activator of transcription 3	100000	"3CWG,6NJS,6NUQ,6TLC"
Cc1ccc(cc1)S(=O)(=O)NCC(=O)Nc1ccc(C(O)=O)c(O)c1	Signal transducer and activator of transcription 3	100000	"3CWG,6NJS,6NUQ,6TLC"
OP(O)(=O)Oc1ccc(Cc2sc(nc2C(=O)Nc2ccc(cc2)C2CCCCC2)-c2cccc3ccccc23)cc1	Signal transducer and activator of transcription 3	350000	"6TLC,6NUQ,6NJS,3CWG"
Oc1ccc(CCNC(=O)Cc2ccc3OCOc3c2)cc1O	Signal transducer and activator of transcription 3	357000	"3CWG,6NJS,6NUQ,6TLC"
OC(=O)c1ccc(\C=C\C(=O)c2ccc3OCCOc3c2)cc1	Signal transducer and activator of transcription 3	447000	"3CWG,6NJS,6NUQ,6TLC"
CCCCC[C@@H]1OC2=C([C@H](O)[C@@]1(C)O)C(=O)N(OC)C2=C	Signal transducer and activator of transcription 3	610000	"3CWG,6NJS,6NUQ,6TLC"
CCCCC[C@@H]1OC2=C([C@H](O)[C@@]1(C)O)C(=O)N(OC)C2=C	Signal transducer and activator of transcription 3	610000	"3CWG,6NJS,6NUQ,6TLC"
OP(O)(=O)Oc1ccc(Cc2sc(nc2C(=O)Nc2ccc(cc2)C2CCCCC2)-c2ccccc2)cc1	Signal transducer and activator of transcription 3	775000	"6TLC,6NUQ,6NJS,3CWG"
OC(=O)c1nc(oc1Cc1ccc(OP(O)(O)=O)cc1)-c1ccccc1	Signal transducer and activator of transcription 3	100000	"6TLC,6NUQ,6NJS,3CWG"
CCCCCCNC(=O)c1nc(oc1Cc1ccc(OP(O)(O)=O)cc1)-c1ccccc1	Signal transducer and activator of transcription 3	100000	"6TLC,6NUQ,6NJS,3CWG"
Oc1ccc(Cc2oc(nc2C(=O)Nc2ccc(cc2)C2CCCCC2)-c2ccccc2)cc1	Signal transducer and activator of transcription 3	100000	"6TLC,6NUQ,6NJS,3CWG"
CN(CC(=O)N(Cc1ccccc1)c1ccc(O)c(c1)C(O)=O)S(=O)(=O)c1ccc(C)cc1	Signal transducer and activator of transcription 3	100000	"3CWG,6NJS,6NUQ,6TLC"
[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncc(cn2)-c2cccnc2C(F)(F)F)c1OC	Signal transducer and activator of transcription 3	2.4	"6TLC,6NUQ,6NJS,3CWG"
CN1CC(COC(=O)C2CCC2)=C[C@H]2[C@H]1Cc1c[nH]c3cccc2c13	Signal transducer and activator of transcription 3	2.4	"3CWG,6NJS,6NUQ,6TLC"
COc1ccc(cc1)-c1noc(n1)-c1cnc(Oc2ccc3cc(C(=O)N4CCN(Cc5ccc(OCC(F)(F)F)cc5)CC4)n(C)c3c2)cn1	Signal transducer and activator of transcription 3	5.3	"3CWG,6NJS,6NUQ,6TLC"
Cn1c(cc2ccc(Oc3cnc(cn3)-c3nc(no3)-c3ccc(F)cc3)cc12)C(=O)N1CCN(Cc2ccc(OCC(F)(F)F)cc2)CC1	Signal transducer and activator of transcription 3	5.9	"3CWG,6NJS,6NUQ,6TLC"
[2H]C([2H])([2H])NC(=O)c1nnc(Nc2ccc(cn2)N2CC(O)C2)cc1Nc1cccc(-c2ncn(C)n2)c1OC	Signal transducer and activator of transcription 3	5.9	"6TLC,6NUQ,6NJS,3CWG"
CNc1cc(Nc2cccc3CCCOc23)nc2c(cnn12)C(=O)N[C@@H]1CCN(C)C1=O	Signal transducer and activator of transcription 3	7	"6TLC,6NUQ,6NJS,3CWG"
CNc1cc(Nc2ccccc2OC)nc2c(cnn12)C(=O)N[C@@H]1CCN(C)C1=O	Signal transducer and activator of transcription 3	9	"6TLC,6NUQ,6NJS,3CWG"
C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4C(=O)NCc4c4c5ccccc5n2c4c13	Signal transducer and activator of transcription 3	10	"6TLC,6NUQ,6NJS,3CWG"
Cn1c(cc2ccc(Oc3cnc(cn3)-c3nc(no3)-c3ccccc3F)cc12)C(=O)N1CCN(Cc2ccc(OCC(F)(F)F)cc2)CC1	Signal transducer and activator of transcription 3	13	"3CWG,6NJS,6NUQ,6TLC"
Cc1cc(Nc2ncc(C)c(n2)N2CC3CCCC(C2)N3CCC#N)sn1	Signal transducer and activator of transcription 3	13	"6TLC,6NUQ,6NJS,3CWG"
CNC(=O)c1cnc(Nc2ccc(cn2)C#N)cc1Nc1cccc(-c2ncn(C)n2)c1OC	Signal transducer and activator of transcription 3	13	"6TLC,6NUQ,6NJS,3CWG"
[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1ccccc1S(C)(=O)=O	Signal transducer and activator of transcription 3	15	"6TLC,6NUQ,6NJS,3CWG"
Cc1cnc(Nc2cnn(C)c2)nc1-c1cnn(c1)[C@H](CC#N)C1CCCC1	Signal transducer and activator of transcription 3	17	"6TLC,6NUQ,6NJS,3CWG"
C[C@H]1CN(C(=O)CC#N)[C@]11CCN(C1)c1ncnc2[nH]ccc12	Signal transducer and activator of transcription 3	18	"3CWG,6NJS,6NUQ,6TLC"
